model_name,train_split,eval_cell,method,device,setup_ms,setup_ms_std,inference_ms,inference_ms_std,solve_ms,solve_ms_std,iters,iters_std,total_ms,total_ms_std,n_frames
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_param_high,cg,gpu,0.0000,0.0000,,,65.8200,29.6147,1758.0000,803.6441,65.8200,29.6147,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_param_high,cg,cpu,0.0000,0.0000,,,951.1740,460.1865,1143.8000,558.0195,951.1740,460.1865,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_param_high,jacobi,gpu,0.0000,0.0000,,,24.3665,7.0540,650.4000,187.6571,24.3665,7.0540,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_param_high,jacobi,cpu,0.0000,0.0000,,,380.9470,86.0628,453.9000,102.3641,380.9470,86.0628,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_param_high,ic_amgx,gpu,6.2170,0.1980,,,262.4275,16.6249,21.3500,1.3485,268.6460,16.5902,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_param_high,ic,cpu,3.9520,0.2521,,,127.3975,29.2923,139.9500,32.5422,131.3495,29.2698,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_param_high,leafonly,gpu,,,2.2250,0.1192,11.7270,7.4875,152.8500,97.4519,13.9530,7.4585,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_param_high,amg_cpu,cpu,10.2295,0.6759,,,20.4075,14.9600,10.3000,7.9743,30.6380,14.7921,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_param_high,amgx_gpu,gpu,14.1455,0.7702,,,109.1555,32.2083,1.6500,0.4894,123.2990,32.4060,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_combo_closed_high,cg,gpu,0.0000,0.0000,,,66.3860,22.0840,1783.5000,593.7428,66.3860,22.0840,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_combo_closed_high,cg,cpu,0.0000,0.0000,,,1037.3575,591.1322,1251.4500,722.1070,1037.3575,591.1322,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_combo_closed_high,jacobi,gpu,0.0000,0.0000,,,25.1405,7.8021,671.4000,207.8611,25.1405,7.8021,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_combo_closed_high,jacobi,cpu,0.0000,0.0000,,,381.9980,88.1022,457.0000,103.9873,381.9980,88.1022,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_combo_closed_high,ic_amgx,gpu,6.2165,0.2354,,,266.7705,24.9714,21.7000,2.0026,272.9865,25.1174,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_combo_closed_high,ic,cpu,3.9495,0.2800,,,127.1300,31.4904,140.4000,33.9603,131.0805,31.4745,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_combo_closed_high,leafonly,gpu,,,2.2215,0.1671,11.3190,7.8139,147.3000,101.7578,13.5410,7.8116,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_combo_closed_high,amg_cpu,cpu,10.0175,0.8348,,,20.2355,16.9128,10.6500,9.3261,30.2520,16.8516,20
g4096_combo_no_closed_low_d128_L3_hw,g4096_train_combo_no_closed_low,g4096_eval_combo_closed_high,amgx_gpu,gpu,14.0540,1.1914,,,103.1045,40.5631,1.5500,0.6048,117.1590,41.3501,20
